Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,path:eco00670,0.8170259485117852,1.8973302151625662,0.005405405405405406,0.03716960352422908,0.022,6/17,4.08%,metF;gcvH;gcvT;gcvP;mmuM;metK
prerank,path:eco00550,0.7672258391468061,1.8797100765243753,0.0,0.028248898678414097,0.033,12/24,10.47%,murE;murF;ftsW;murD;mraY;mrcA;murC;murB;murG;mtgA;ddlA;ftsI
prerank,path:eco00290,0.8343776285929152,1.8733057751145827,0.0,0.022301762114537448,0.04,12/15,12.38%,leuC;leuB;leuA;ilvB;ilvC;ilvD;ilvA;ilvE;ilvI;tdcB;ilvN;leuD
prerank,path:eco00920,-0.7667742116217876,-1.7545074612142086,0.0,0.015169597989949749,0.019,9/24,5.94%,cysN;cysD;cysA;cysC;cysW;cysK;cysJ;cysH;cysI
prerank,path:eco00630,0.7495495954955863,1.7488308753773187,0.019021739130434784,0.11188050660792952,0.247,6/19,2.40%,glnA;gcvH;gcvT;gcvP;aceA;aceB
prerank,path:eco01320,-0.9439252336448598,-1.7139758948823152,0.0,0.02094849246231156,0.053,7/7,5.94%,cysN;cysD;cysC;cysK;cysJ;cysH;cysI
prerank,path:eco03018,-0.8241050043820417,-1.7002744592052796,0.0016233766233766235,0.017095896147403686,0.064,3/14,2.13%,groL;dnaK;eno
prerank,path:eco00270,0.6709053635262324,1.6971077782863402,0.005747126436781609,0.15432819383259913,0.374,7/29,6.70%,metE;metB;mmuM;metC;metK;thrA;ilvE
prerank,path:eco02010,-0.5610098756807529,-1.6647064759011299,0.0,0.025463253768844223,0.124,55/135,22.58%,artQ;fecB;artP;cysA;tcyJ;mglC;cysW;artI;rbsD;artM;mglA;argT;gltK;ytfQ;mglB;hisJ;glnQ;rbsC;ytfR;potF;ytfT;yjfF;fecC;rbsA;pstS;lsrB;fecE;sapF;pstA;sapA;hisP;potG;znuA;lsrD;glnP;araG;lsrA;artJ;pstB;metQ;lptB;araH;msbA;livJ;fecD;tcyL;glnH;lsrC;dppF;sapB;tauA;oppF;sapD;potA;potH
prerank,path:eco00680,-0.7127965300646111,-1.610124038621822,0.003115264797507788,0.05229899497487438,0.284,7/22,8.47%,pta;fbaA;eno;acs;ackA;mdh;gpmA
prerank,path:eco00910,0.7713499134608677,1.599950317583255,0.03526448362720403,0.2787720264317181,0.631,1/10,0.31%,glnA
prerank,path:eco02040,-0.6515681144443434,-1.5997823025667817,0.009230769230769232,0.05188965661641541,0.331,6/39,4.21%,tcyJ;fliL;rpoD;fliM;flhC;fliN
prerank,path:eco02060,-0.6897270277211677,-1.5670211679015555,0.006069802731411229,0.07141062455132806,0.472,14/24,20.76%,ptsG;malX;ptsH;ptsN;ptsI;manY;npr;crr;chbB;manX;fruK;chbC;fruA;fruB
prerank,path:eco00010,-0.6452514419163253,-1.565556797906231,0.016467065868263474,0.0633872487437186,0.477,12/33,10.87%,adhE;fbaA;ptsG;eno;malX;acs;pykF;gapA;gpmA;crr;pgk;tpiA
prerank,path:eco00020,-0.6952966906702313,-1.563740786313766,0.01765650080256822,0.05754815745393634,0.488,9/20,16.81%,sucA;mdh;sdhC;sucC;sdhD;frdD;frdA;aceE;sucD
prerank,path:eco00710,-0.7661568195027313,-1.5459208081976252,0.02030456852791878,0.06501256281407036,0.563,6/12,14.24%,fbaA;mdh;gapA;pgk;tpiA;ppc
prerank,path:eco03420,0.7760014760396263,1.5209058147184658,0.056372549019607844,0.40398049087476406,0.816,3/8,9.14%,uvrA;uvrD;uvrB
prerank,path:eco01210,0.6038504811126995,1.5160572995087604,0.06460674157303371,0.36593474669603526,0.826,8/25,7.28%,leuC;leuB;leuA;ilvB;ilvC;ilvD;ilvE;ilvI
prerank,path:eco01230,0.4798271869078997,1.5082336733416597,0.017793594306049824,0.34047356828193837,0.836,20/96,7.72%,metE;glnA;leuC;metB;leuB;leuA;ilvB;aroF;metC;ilvC;metK;thrA;prs;ilvD;asnB;ilvA;trpD;ilvE;ilvI;tdcB
prerank,path:eco01502,0.7957598651301625,1.507547686804191,0.056265984654731455,0.3079129955947137,0.837,5/7,14.11%,murF;mraY;murG;ddlA;alr
prerank,path:eco00660,0.7420962063916274,1.506381270742093,0.07881773399014778,0.2815428514217061,0.838,6/9,12.38%,leuC;leuB;ilvB;ilvI;ilvN;leuD
prerank,path:eco02030,-0.7045295098624622,-1.5027496795270412,0.02936630602782071,0.10205002284148013,0.77,3/17,4.48%,fliM;fliN;mglB
prerank,path:eco00785,0.7332294817858412,1.4695479367431448,0.08121827411167512,0.32312775330396476,0.896,3/9,1.06%,gcvH;gcvT;gcvP
prerank,path:eco00261,-0.8396880930872025,-1.4676127182429843,0.024630541871921183,0.133937918760469,0.885,3/7,0.44%,cysN;cysD;dapB
prerank,path:eco04122,-0.6822921587201264,-1.4655709578203444,0.05,0.12613548511789718,0.889,4/17,9.49%,tusB;moaB;moaA;mog
prerank,path:eco00450,0.6839094172998613,1.4580448371241184,0.08072916666666667,0.318629278210776,0.912,4/11,2.93%,metE;selA;metB;metC
prerank,path:eco00250,0.5731218205891002,1.4481599352579655,0.08108108108108109,0.311906073001888,0.92,6/25,13.35%,sad;glnA;asnB;puuE;purB;asnA
prerank,path:eco00260,0.5757825460724482,1.4418047108345036,0.08092485549132948,0.30003303964757705,0.924,11/30,12.02%,gcvH;gcvT;gcvP;tynA;thrA;ilvA;tdcB;trpB;ghrA;serB;betB
prerank,path:eco00970,0.5887058578640695,1.4199936549866061,0.09565217391304348,0.31622040198237883,0.948,1/24,0.13%,selA
prerank,path:eco00470,0.6581538010347469,1.3909940251250823,0.11940298507462686,0.3454586680487173,0.969,6/11,22.49%,murD;ddlA;alr;dsdA;murI;dadX
prerank,path:eco00790,-0.5809068983232901,-1.3726263919868031,0.09831029185867896,0.2619077530509691,0.992,10/25,19.12%,moaB;moaA;mog;folP;pabA;queF;folE;folX;folA;moaC
prerank,path:eco03010,0.45736856970470324,1.32760310390787,0.08013937282229965,0.43438876651982383,0.991,23/55,19.96%,rplI;rplS;rpsF;rpsR;rplE;rpmI;rplT;rplN;rplA;rpsC;rpsJ;rplK;rpmC;rplO;rplP;rplW;rplX;rpsP;rpmG;rpmD;rplR;rplV;rpsQ
prerank,path:eco01120,-0.4419912069872158,-1.323359927855004,0.0423841059602649,0.3493823283082077,0.998,27/150,9.05%,cysN;cysD;dapB;pta;adhE;fbaA;cysC;eno;cysK;cysJ;cysH;acs;ackA;pykF;sucA;cysG;mdh;cysI;gapA;sdhC;dapD;pflB;sucC;gpmA;sdhD;pptA;frdD
prerank,path:eco00770,0.5549940127677575,1.3173773426666517,0.13262599469496023,0.4303848829121262,0.991,6/18,10.69%,ilvB;ilvC;ilvD;ilvE;ilvI;ilvN
prerank,path:eco01110,0.3662273587718624,1.3125418018920783,0.0056179775280898875,0.41629955947136565,0.992,49/276,10.69%,metE;glnA;leuC;gcvH;metB;leuB;gcvT;leuA;gcvP;ilvB;glpD;otsB;aroF;aceA;mmuM;ushA;cyoE;aceB;metC;tynA;aldB;suhB;ilvC;ppsA;metK;thrA;prs;hemF;purD;ilvD;ribD;asnB;ilvA;trpD;accC;ilvE;adhP;bglX;ilvI;tdcB;purL;proA;menI;trpB;ghrA;ispE;purT;serB;ilvN
prerank,path:eco02026,-0.5194667774183394,-1.310395015877692,0.09131736526946108,0.35707247173366835,0.998,19/43,23.65%,flhC;cyaA;glgP;dksA;rcsB;crr;csrA;pdeR;glgC;lsrR;flgM;luxS;glgA;arcA;gcvA;dgcQ;malP;flhD;rcsD
prerank,path:eco00230,-0.4992554178715073,-1.2949086128588305,0.10201149425287356,0.36980675436003546,1.0,8/50,9.32%,cysN;cysD;cysC;deoD;cyaA;apaH;nudF;ppx
prerank,path:eco01100,0.329833792279942,1.2637573810928935,0.0,0.48915198237885466,0.995,97/625,10.87%,metE;selA;sad;glnA;leuC;metF;bioC;gcvH;metB;leuB;gcvT;leuA;gcvP;ilvB;glpD;murE;otsB;aroF;aceA;murF;mmuM;ushA;cyoE;cydA;aceB;bioF;murD;mraY;bioA;metC;tynA;nanA;aldB;suhB;ilvC;ppsA;mrcA;murQ;metK;thrA;nadA;murC;prs;bioB;bioD;murB;hemF;purD;ilvD;yagF;glpK;cyoA;ribD;asnB;thiL;ilvA;trpD;murG;arnC;accC;ilvE;selD;adhP;bglX;apt;arnA;ilvI;mtgA;arnD;fcl;gmhB;tdcB;srlA;arnB;ddlA;purL;proA;astD;menI;puuE;rutD;cyoB;pncB;kbaZ;tmk;trpB;rutB;ghrA;ispE;purT;anmK;serB;ftsI;aphA;ilvN;lpxC;rhaA
prerank,path:eco00760,0.5308103719836945,1.2524769408543617,0.19680851063829788,0.48786794152983587,0.997,3/19,4.21%,sad;ushA;nadA
prerank,path:eco00071,-0.6307939527383906,-1.2462125982422718,0.2086677367576244,0.4586194863204914,1.0,1/11,0.75%,adhE
prerank,path:eco00541,0.4980873189174104,1.2400356165998228,0.20771513353115728,0.4879884121815744,0.997,10/26,14.20%,nanA;arnC;arnA;arnD;fcl;gmhB;arnB;gmd;hldE;kdsD
prerank,path:eco00380,-0.7499912628509,-1.2373649594624576,0.22280701754385965,0.45778729172176674,1.0,1/5,3.55%,katG
prerank,path:eco00564,0.5268415028572767,1.213134546164223,0.23655913978494625,0.5154185022026432,0.998,3/18,5.68%,glpD;glpQ;ugpQ
prerank,path:eco00720,-0.507139455755249,-1.1977190176126788,0.21651090342679127,0.5278297738693467,1.0,11/28,16.81%,pta;acs;ackA;mdh;sdhC;sucC;sdhD;frdD;ppc;frdA;sucD
