Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,path:ppu02030,-0.6429823343345693,-1.314100260074653,0.13827993254637436,0.3326867119301649,0.998,3/10,13.98%,fliN;cheZ;fliM
prerank,path:ppu01232,-0.5271636830630622,-1.3043001393161353,0.14235500878734622,0.3363136388963411,0.999,10/23,24.13%,nrdA;nrdB;mazG;surE;dut;adk;thyA;ushA;ndk;cmk
prerank,path:ppu01212,-0.5837699241177445,-1.3023185042405288,0.1545138888888889,0.3287066457072143,0.999,6/14,20.14%,fabG;accB;fabB;fabF;accA;fabA
prerank,path:ppu00520,-0.5693456539504026,-1.2972746454343083,0.16112084063047286,0.3270672967785872,0.999,3/14,4.04%,glmS;glmU;gph
prerank,path:ppu00780,-0.6174638560906298,-1.2969188596470762,0.17109634551495018,0.31718776940246995,0.999,4/11,17.35%,fabG;fabB;fabF;birA
prerank,path:ppu00750,-0.6450959972234938,-1.263871457767322,0.1909722222222222,0.3617588790061292,0.999,3/8,19.39%,pdxA;thrC;pdxH
prerank,path:ppu04146,-0.7207684632031313,-1.2425746037519787,0.20481927710843373,0.3865301382481563,1.0,1/5,2.13%,icd
prerank,path:ppu00680,-0.5835252162135208,-1.2385815103092164,0.22535211267605634,0.3818534079335348,1.0,5/11,16.73%,mdh;fbp;pta;ppc;eno
prerank,path:ppu00785,-0.6990625694007636,-1.2167777449060813,0.22876949740034663,0.4062694760302949,1.0,2/5,6.83%,sucA;aceE
prerank,path:ppu03440,-0.5068248461166724,-1.2077305850759044,0.22393162393162394,0.4092133231524857,1.0,8/21,20.50%,recR;holA;recB;recC;dnaN;recG;polA;recO
prerank,path:ppu03018,-0.5470642372202771,-1.1785720643613724,0.27768014059753954,0.4484365910372473,1.0,7/12,35.09%,rne;rhlB;eno;groL;pnp;rho;pcnB
prerank,path:ppu00760,-0.5481637479751166,-1.1772824694667314,0.25663716814159293,0.4384831695599898,1.0,6/13,22.63%,nadD;sthA;mazG;surE;ushA;pncC
prerank,path:ppu03030,-0.5121065374269472,-1.1373950293709656,0.32653061224489793,0.49861336220376196,1.0,7/14,36.51%,holA;dnaN;polA;dnaB;dnaG;dnaX;rnhA
prerank,path:ppu00561,-0.6458732926746104,-1.1319791756412219,0.3387387387387387,0.4957039230658109,1.0,3/5,30.57%,plsY;plsC;plsB
prerank,path:ppu01502,-0.6496220542463317,-1.1305746170510715,0.328125,0.4861186961334087,1.0,5/5,35.23%,dadX;mraY;murG;murF;ddlA
prerank,path:ppu00470,-0.5841958153307871,-1.100870212968733,0.3664383561643836,0.5260230720019812,1.0,5/7,38.38%,dadX;murD;dauA;ddlA;dapF
prerank,path:ppu01120,-0.3441166626838616,-1.0864717754950128,0.29454545454545455,0.538734173813177,1.0,33/98,22.01%,sucA;icd;sucC;mdh;dapB;thrB;rpe;sdhD;accB;fbp;cysD;sdhC;gltB;aceE;sucD;pyk;gltD;pta;acnB;sdhA;fdx;thrC;sdhB;ppc;eno;dapD;accA;hemA;pdxH;cysH;cysK;pgm;rpiA
prerank,path:ppu00260,-0.483533538963142,-1.07875924614225,0.3669064748201439,0.5403483313228036,1.0,8/16,25.16%,thrB;creA;trpA;trpB;thrC;pssA;serA;ghrB
prerank,path:ppu01250,-0.439244810232409,-1.0701926713829186,0.39285714285714285,0.543219761850713,1.0,4/21,7.19%,glmS;glmU;gph;kdsC
prerank,path:ppu03410,-0.503961209199758,-1.057362211020046,0.42132867132867136,0.552721328008427,1.0,5/10,33.10%,tag;xthA;polA;recJ;nth
prerank,path:ppu00230,-0.3830830800034991,-1.0519261900610377,0.3811252268602541,0.550947341336627,1.0,13/40,21.83%,nrdA;nrdB;cysD;apaH;purF;nudF;mazG;surE;ppx;adk;ushA;pgm;ndk
prerank,path:ppu00300,-0.5056000497468125,-1.0272235819800106,0.43243243243243246,0.5808564810037765,1.0,2/9,5.81%,dapB;aspC
prerank,path:ppu02020,0.38716476887209555,0.9927868210280878,0.4519906323185012,1.0,1.0,6/35,8.96%,glnA;fecI;glnG;mdtC;kdpE;csrA
prerank,path:ppu04122,-0.4770047679369563,-0.9870464997411107,0.4915254237288136,0.6385455145799368,1.0,6/10,35.94%,moaA;tusD;mnmA;moaC;moaE;moaD
prerank,path:ppu03420,0.48663024338369615,0.9730174608134977,0.47096774193548385,1.0,1.0,2/8,14.69%,uvrA;uvrB
prerank,path:ppu03430,-0.41687311016436035,-0.9573828111963018,0.5175438596491229,0.6731250386940999,1.0,7/16,34.21%,holA;dnaN;xseB;xseA;recJ;mutL;dnaX
prerank,path:ppu00270,0.4163599226337721,0.9571012587063914,0.47165532879818595,1.0,1.0,5/20,10.91%,metE;metB;metK;mtnA;yfiH
prerank,path:ppu00521,0.5018435129379364,0.952174702053695,0.49754901960784315,1.0,1.0,2/6,14.06%,suhB;cpsG
prerank,path:ppu00130,-0.5177509008000534,-0.9455637845953208,0.565,0.6797597384703722,1.0,3/6,29.99%,ubiD;ubiE;ubiC
prerank,path:ppu00630,0.48064488589341986,0.9445282754555039,0.5270588235294118,1.0,1.0,1/8,0.89%,glnA
prerank,path:ppu00620,-0.400406939361167,-0.9406152183471074,0.5456171735241503,0.674288147620174,1.0,6/19,9.89%,mdh;accB;aceE;pyk;pta;gloB
prerank,path:ppu00330,0.45257970262817215,0.9320813204729784,0.5288683602771362,1.0,1.0,5/10,18.10%,astD;astB;speB;astE;speA
prerank,path:ppu01240,-0.2980274655785053,-0.9199076909487268,0.6215722120658135,0.6952217118386619,1.0,27/90,29.99%,fabG;carB;nadD;pdxA;hemN;fabB;ubiD;carA;ribF;moaA;fabF;adk;ubiE;hemA;pdxH;coaD;folC;ndk;lipA;folK;gshA;moaC;panC;folB;ilvE;coaE;ubiC
prerank,path:ppu00051,0.4754932526041994,0.9031975632343199,0.5756097560975609,1.0,1.0,4/6,15.08%,gmd;fruA;cpsG;fruK
prerank,path:ppu02025,0.5041123649438743,0.8965729095230347,0.5573770491803278,0.9590345620228224,1.0,1/5,8.96%,csrA
prerank,path:ppu02010,-0.3170923926649763,-0.895171848422267,0.6339754816112084,0.7223139415701894,1.0,6/49,7.36%,gltK;dppD;dppF;artJ;dppB;argT
prerank,path:ppu00790,-0.36802249583008795,-0.8614967551336297,0.6467391304347826,0.7598857093543104,1.0,8/18,27.91%,moaA;queC;folM;folC;queF;folK;moaC;folB
prerank,path:ppu00541,-0.40547760294454566,-0.8422056412826797,0.6828859060402684,0.7726670037352704,1.0,3/11,16.77%,glmU;kdsC;diaA
prerank,path:ppu00010,0.37103641596573994,0.8309191421546058,0.6359447004608295,1.0,1.0,2/14,5.55%,adhP;frmA
prerank,path:ppu00052,0.4285571050310203,0.8001998452634513,0.6774941995359629,1.0,1.0,3/5,25.07%,cpsG;galE;glk
prerank,path:ppu00540,0.402829581693617,0.7784431261956223,0.6906976744186046,0.9848466190515284,1.0,1/7,4.21%,lpxC
prerank,path:ppu03060,-0.3377615096101061,-0.7296271471601513,0.821917808219178,0.9092641006730873,1.0,5/13,34.52%,tatB;secE;yajC;secD;secF
prerank,path:ppu00740,0.3679312555380577,0.7252696866374894,0.7864077669902912,1.0,1.0,3/7,13.09%,ribD;ribB;ribA
prerank,path:ppu00770,0.3401216968292454,0.6941619767797453,0.8033980582524272,1.0,1.0,2/10,5.90%,ilvC;panE
prerank,path:ppu00360,0.3151346538973188,0.6821566419886259,0.8264058679706602,0.963819120084918,1.0,6/14,20.19%,paaD;paaH;paaG;paaK;paaI;paaE
prerank,path:ppu03070,-0.29659946487050926,-0.6494171312975392,0.8846815834767642,0.9771535801738193,1.0,5/14,34.52%,tatB;secE;yajC;secD;secF
prerank,path:ppu02024,0.2739380075603553,0.6460335134403539,0.9004739336492891,0.9569575568508333,1.0,4/23,13.93%,kdpE;ribD;ribA;secB
prerank,path:ppu00290,-0.3049802828435687,-0.6169305214070208,0.9279437609841827,0.9857346877171898,1.0,5/9,28.79%,alaA;leuD;ilvI;ilvD;ilvE
prerank,path:ppu00564,-0.275337058015957,-0.5683340465455343,0.9533213644524237,1.0,1.0,4/10,24.49%,plsY;pgsA;pssA;plsC
prerank,path:ppu00730,-0.2711470460654636,-0.5504371727378414,0.9471830985915493,0.993484843922802,1.0,2/9,16.37%,dxs;adk
prerank,path:ppu00362,0.30249461355999296,0.5407142862218877,0.9530516431924883,0.9975931811577489,1.0,3/5,25.69%,paaH;fadA;paaF
prerank,path:ppu00920,-0.227186021347275,-0.5259799273096664,0.9778911564625851,0.9875473233002723,1.0,4/17,20.54%,cysD;cysW;cysH;cysK
prerank,path:ppu00500,0.2173136992414102,0.46970834391235744,0.9739952718676123,0.9832252414963194,1.0,13/13,78.39%,cpsG;treY;treZ;glk;glgX;malQ;galU;glgA;glgB;bcsA;bglX;glgP;pgm
prerank,path:ppu00860,-0.200956279500971,-0.4382734831482214,0.9947368421052631,0.9944280496109953,1.0,8/14,44.10%,hemN;hemA;gltX;cobO;cysG;hemD;cobB;hemL
