Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,path:ppu00360,-0.5375044250016819,-1.1125809396526782,0.315541601255887,0.9243263927061812,1.0,7/14,35.31%,katG;paaZ;paaC;paaH;paaE;paaA;paaI
prerank,path:ppu01240,0.36006179810672656,1.104703177078468,0.2847682119205298,0.6278572093167508,1.0,19/90,13.44%,bioC;cyoE;bioF;bioA;metK;nadA;bioB;bioD;hemF;ribD;thiL;ilvE;pncB;thiI;pabB;pdxB;purB;ubiH;pyrC
prerank,path:ppu00061,-0.5702514768282125,-1.0936248325509441,0.38778877887788776,0.9311315253398211,1.0,5/10,21.03%,fabB;fabG;fabF;fabA;accA
prerank,path:ppu00071,0.5927720189163578,1.0860969312310176,0.3790523690773067,0.6364327140774741,1.0,1/6,6.79%,adhP
prerank,path:ppu01212,-0.5300954411402339,-1.0852804645681915,0.3795275590551181,0.9053027191757597,1.0,5/14,21.03%,fabB;fabG;fabF;fabA;accA
prerank,path:ppu00500,-0.5328116299918098,-1.0755476996551339,0.38422818791946306,0.8848094989639689,1.0,4/13,15.62%,glgP;glgB;galU;glgA
prerank,path:ppu03030,-0.5125833891178813,-1.0675930734144394,0.40415335463258784,0.8635128987622496,1.0,7/14,27.06%,dnaG;dnaQ;ssb;dnaN;holC;holA;polA
prerank,path:ppu00760,0.5030039669907455,1.061577165077714,0.40431266846361186,0.6530757063548677,1.0,3/13,9.45%,ushA;nadA;pncB
prerank,path:ppu00790,-0.4788174592332822,-1.061302866593672,0.41214057507987223,0.8388884526269139,1.0,8/18,28.57%,moaA;folP;queF;folA;moaC;moaE;folM;queC
prerank,path:ppu00521,0.5728734270798694,1.0476388752857206,0.4014778325123153,0.6520556638411676,1.0,1/6,3.19%,suhB
prerank,path:ppu00860,0.47304765768286183,1.0474533427408548,0.36538461538461536,0.6281949225844025,1.0,2/14,4.97%,cyoE;hemF
prerank,path:ppu00564,0.5238962407434096,1.0427839181737977,0.43564356435643564,0.6136215612691127,1.0,2/10,5.68%,glpD;ugpQ
prerank,path:ppu00220,0.4506127276125078,1.030737968870722,0.4329896907216495,0.6123606620843659,1.0,2/16,3.59%,glnA;arcC
prerank,path:ppu04146,-0.6133110220100555,-1.0157590938397647,0.49498327759197325,0.9211263649632018,1.0,3/5,28.79%,sodA;sodB;katE
prerank,path:ppu00540,0.5369719237548517,1.0144816695509808,0.4646924829157175,0.6180876469311168,1.0,3/7,20.05%,lpxC;lpxB;waaA
prerank,path:ppu00650,-0.5337195797109435,-0.9979042849361752,0.4904679376083189,0.9252676957766166,1.0,2/8,8.56%,sdhC;sdhD
prerank,path:ppu00130,0.5412397901040265,0.9968668056648856,0.4577777777777778,0.6272689345924546,1.0,1/6,13.13%,ubiH
prerank,path:ppu01503,-0.5455373187761792,-0.9870823055631543,0.5174825174825175,0.9130004865073198,1.0,3/7,24.05%,phoQ;phoP;cpxR
prerank,path:ppu00730,0.48988552287129244,0.983387157108016,0.493368700265252,0.6290784046149552,1.0,3/9,18.81%,thiL;thiI;thiD
prerank,path:ppu00330,-0.4977808790342087,-0.9675596851199256,0.532399299474606,0.9215042553594783,1.0,2/10,6.21%,creA;speB
prerank,path:ppu00720,-0.44381359550257093,-0.9495760504252705,0.5681818181818182,0.927378940599935,1.0,5/17,8.56%,pta;mdh;sdhC;sucC;sdhD
prerank,path:ppu00640,-0.44610244542907473,-0.8935707359766702,0.6412859560067682,1.0,1.0,2/12,8.30%,pta;sucC
prerank,path:ppu00052,-0.5368654428708401,-0.8931714824667593,0.6558558558558558,0.9760898350658951,1.0,1/5,9.98%,galU
prerank,path:ppu01250,0.3649795958504683,0.8740978382708442,0.615819209039548,0.7922621682507549,1.0,6/21,14.20%,murB;gmhB;anmK;gmd;hldE;kdsD
prerank,path:ppu00340,0.39495654252484075,0.8346788155995365,0.6432291666666666,0.8374239004909411,1.0,6/11,36.96%,hisD;hutH;hisB;hisG;hutG;hisH
prerank,path:ppu00620,-0.37826371365427136,-0.8331347054985293,0.7035256410256411,1.0,1.0,3/19,5.86%,pta;pyk;mdh
prerank,path:ppu00051,-0.47185744227097703,-0.8312274496719433,0.7026548672566372,1.0,1.0,3/6,20.59%,tpiA;fruK;fruA
prerank,path:ppu00750,0.4325303129005083,0.83052177308914,0.6476190476190476,0.8201594144465465,1.0,4/8,28.84%,pdxB;thrC;pdxY;pdxJ
prerank,path:ppu00260,-0.3809441811263473,-0.8121305595266822,0.7229299363057324,1.0,1.0,4/16,17.26%,creA;pssA;asd;lysC
prerank,path:ppu00230,-0.3197516067524704,-0.8046305645600254,0.7558823529411764,1.0,1.0,5/40,9.32%,cysD;cyaA;apaH;nudF;ppx
prerank,path:ppu02020,0.30339234162664985,0.8000960955838811,0.7614942528735632,0.8447053107134366,1.0,5/35,12.95%,glnA;mdtC;qseB;uhpA;glnG
prerank,path:ppu00362,-0.4741204483815016,-0.8000316898187176,0.7517241379310344,0.9846885175656713,1.0,2/5,31.46%,fdx;paaH
prerank,path:ppu00300,-0.42452027057556124,-0.7904308085058046,0.7568,0.9707577137798274,1.0,5/9,18.99%,dapB;dapD;asd;lysC;dapE
prerank,path:ppu00240,-0.34588354074471406,-0.7834374366987075,0.7884012539184952,0.9525230233496434,1.0,1/21,1.42%,cmk
prerank,path:ppu00561,0.41189559627870664,0.7218132626177876,0.7954545454545454,0.9270346549135743,1.0,2/5,14.77%,glpK;plsX
prerank,path:ppu00740,-0.3968690872320243,-0.7151334159888768,0.8367697594501718,1.0,1.0,1/7,6.79%,nudF
prerank,path:ppu00190,0.2888303004677421,0.7142055552686766,0.8513119533527697,0.9123400101531626,1.0,3/28,9.32%,cyoE;cyoA;cyoB
prerank,path:ppu00541,0.32178352354714795,0.6833732181847962,0.8694516971279374,0.9232152953891005,1.0,4/11,14.20%,gmhB;gmd;hldE;kdsD
prerank,path:ppu01232,-0.2989919260279724,-0.6677440449195586,0.9120370370370371,1.0,1.0,1/23,1.42%,cmk
prerank,path:ppu00030,0.2929532429590516,0.6486468794540476,0.8981723237597912,0.932211642837205,1.0,1/14,4.53%,prs
prerank,path:ppu00400,0.2990442778603783,0.6414266095295248,0.8781869688385269,0.915034687052512,1.0,5/12,21.92%,trpD;trpB;trpA;aroC;aroH
prerank,path:ppu02024,-0.2816954654858288,-0.6407935565711611,0.9345047923322684,1.0,1.0,3/23,12.60%,ydcS;secE;pabA
prerank,path:ppu00900,0.30779725480785197,0.6250866151085619,0.9043927648578811,0.9055919114226344,1.0,2/9,19.34%,ispE;ispD
prerank,path:ppu00520,-0.2527922484650743,-0.5210348803795101,0.9871175523349437,1.0,1.0,2/14,11.00%,galU;nagZ
prerank,path:ppu04122,-0.26783786108511853,-0.5171755885367623,0.9705882352941176,1.0,1.0,4/10,29.68%,moaA;moaC;moaE;tusE
prerank,path:ppu03060,-0.23236759109945548,-0.4686178148514305,0.9902912621359223,1.0,1.0,2/13,13.44%,secE;tatB
prerank,path:ppu03070,-0.2273281194763253,-0.46266204631962027,0.9882352941176471,1.0,1.0,2/14,13.44%,secE;tatB
prerank,path:ppu03440,-0.20175872260140187,-0.45329261064695303,0.9955686853766618,0.9918304679947685,1.0,6/21,27.06%,dnaQ;ssb;dnaN;holC;holA;polA
